sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,upload,subjdata,rvwtime,rvwcomment,srvyrcomment,complete,stopq,test,parentid,status,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,srvtype,country,endstatus,uid,language,s06,s06a,s06a_s,s07,s08_o1,s08_o2,s08_o3,s08_o4,s08_o5,s08_o6,s08_o7,s08_o8,s08_o9,s08_o10,s08_o11,s08_o12,s08_o13,s08_o14,s08_o15,s08_o16,s08_o17,s08_o18,s08_o19,s08_o20,s08_98,s09,s10,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a04,a05,a09_o1,a09_o2,a09_o3,a09_o4,a09_o5,a09_o6,a09_98,t_a10_7,t_a10_8,t_a10_5,t_a10_9,t_a10_4,t_a11_1,t_a11_2,x01,x02,x03,x04,x11_timestamp,x11_blk,i_1_x11_c0,i_2_x11_c0,i_3_x11_c0,i_4_x11_c0,i_5_x11_c0,i_6_x11_c0,i_7_x11_c0,i_8_x11_c0,i_9_x11_c0,i_10_x11_c0,i_11_x11_c0,i_12_x11_c0,i_13_x11_c0,i_14_x11_c0,i_15_x11_c0,i_16_x11_c0,i_17_x11_c0,i_18_x11_c0,i_19_x11_c0,i_20_x11_c0,i_21_x11_c0,i_22_x11_c0,i_23_x11_c0,i_24_x11_c0,i_25_x11_c0,i_26_x11_c0,i_27_x11_c0,i_28_x11_c0,i_29_x11_c0,i_30_x11_c0,i_31_x11_c0,i_32_x11_c0,i_33_x11_c0,i_34_x11_c0,i_35_x11_c0,i_36_x11_c0,i_37_x11_c0,i_38_x11_c0,i_39_x11_c0,i_40_x11_c0,t_x23_1,t_x23_2,t_x23_3,t_x23_4,t_x23_5,b05,b08_randomization,b08,t_b10_1,t_b10_2,t_b10_3,t_b10_4,b11,b12,b13,c01_timestamp,c01,c01a,t_c02_1,t_c02_2,t_c02_3,t_c02_7,t_c03_2,t_c03_4,t_c03_5,t_c03_6,t_c03_7,c03_attention,t_c04_1,t_c04_2,t_c04_3,t_c04_5,t_c04_6,t_c04_8,t_c05_1,t_c05_3,t_c05_4,t_c05_6,t_c05_7,t_d08a_1,t_d08a_2,t_d08a_7,t_d08a_8,t_d08a_9,t_d08a_10,t_d08a_11,t_d08a_12,t_d08a_13,t_d08a_14,t_d08a_21,t_d08a_22,t_d08a_23,t_d08a_24,t_d08a_25,t_d08a_26,t_d08a_27,d11,d12,d12_txt1,d12_txt2,d13_order,d13,e01,intro_e02,e02,e03,e04,e04a,t_e05_1,t_e05_4,t_e05_5,t_e05_6,e05_attention,e06_1,t_e06_2_1,t_e06_2_2,t_e08_1,t_e08_2,e09,e10_o1,e10_o2,e10_o3,e10_o4,s_e10_1,s_e10_2,s_e10_3,e10_more_hv,e11,e14,f03,f04_o1,f04_o2,f04_o3,f04_o4,f04_o5,f04_o6,f04_o7,f04_o8,f04_o9,f04_o10,f04_o11,s_f04_98,f05_o1,f05_o2,f05_o3,f05_o4,f05_o5,f05_o6,s_f05_98,t_f06_1,t_f06_2,f08_o1,f08_o2,f08_o3,f08_o4,f08_o5,f08_o6,f08_o7,f08_o8,f08_o9,f08_o10,f08_o11,s_f08_98,f10,total_int_time,s08_1,s08_2,s08_3,s08_4,s08_5,s08_6,s08_7,s08_8,s08_9,s08_10,s08_95,s08_96,s08_97,s08_99,main_method,age_cat,multiple_sex_partners_v1,willing_to_use,condom_use,caseid,weight,qual,sample_source,p_id2021,surv_lang,device,gender,racethnicity,educ5,marital,employ,income,income4,income9,state,region4,region9,metro,internet,housing,home_type,phoneservice,hhsize,hh01,hh25,hh612,hh1317,hh18ov,a09_5,a09_7,a09_8,a09_97,a09_99,tot_children,desired_children,hhd_size,f04_o1_recode,f04_o2_recode,f04_o3_recode,f04_o4_recode,_merge
184559529,-1,5/19/2023 2:02,STGAutoWebSurveyor,7020660,64B539BG,00:08:54,5/19/2023 2:11,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-7,,,,5/19/2023 2:02,5/19/2023 2:11,N/A,-1,2,8,3,7020660,1,50,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,1,7,8,,,,,,5,2,,,5,5,5,1,2,2,2,5/18/2023 11:34,2,,,,,,,,,,,1,1,2,2,2,1,2,1,3,2,,,,,,,,,,,,,,,,,,,,,2,4,1,3,4,2,2,1,3,4,4,4,3,,2,5/18/2023 11:38,4,4,1,1,1,1,1,1,1,1,,1,1,1,4,1,1,1,3,2,2,3,2,,,,,,,,,,,1,1,1,1,1,1,1,30,100,,,1,1,4,,1,,5,45,5,1,2,,1,4,,,2,0,1,1,2,,,2,0,,2,,1,1,1,,,,,,,,,,,,2,,,,,,,2,2,97,,,,,,,,,,,,2,8.916667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,16582,0.455386773,1,1, ,1,Desktop,1,1,3,1,1,18,4,9,OR,4,9,1,1,1,1,2,4,0,1,1,0,2,0,1,1,0,0,2,2,4,,,,,3
184560657,-1,5/19/2023 2:25,STGAutoWebSurveyor,512625,64B539BG,00:07:17,5/19/2023 2:32,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,5/19/2023 2:25,5/19/2023 2:32,N/A,-1,2,8,3,512625,1,28,1,,2,7,3,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,3,1,8,,,,,,,4,3,,,,5,5,2,1,2,2,5/18/2023 11:56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,3,3,3,2,3,4,5,2,4,4,2,1,2,2,4,4,4,1,2,2,5/18/2023 11:59,4,5,1,2,1,2,1,1,1,1,,1,3,4,4,2,1,4,3,2,2,3,3,,,,,,,,,,,1,1,1,1,1,2,1,50,100,,,1,1,3,,2,,2,27,5,1,4,,1,3,,,0,0,,97,,,,,,,3,,1,1,1,,,,,,,,,,,,2,,,,,,,2,,97,,,,,,,,,,,,1,7.2833333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,2,1,3,1,17066,1.134165897,1,1,19363,1,Desktop,1,1,4,5,1,14,4,8,TN,3,6,1,1,1,3,4,1,0,0,0,0,1,0,0,1,0,0,0,0,2,,,,,3
184561834,-1,5/19/2023 2:48,STGAutoWebSurveyor,66272,64B539BG,00:08:57,5/19/2023 2:57,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-5,,,,5/19/2023 2:48,5/19/2023 2:56,N/A,-1,2,8,3,66272,1,20,1,,2,7,,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,3,1,8,,,,,,,3,2,,,,2,2,2,2,1,2,5/19/2023 12:19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,1,3,1,2,3,2,2,4,3,3,4,3,2,1,2,4,4,4,1,2,2,5/19/2023 12:23,4,4,5,4,4,4,2,4,3,3,,1,3,3,2,2,1,4,3,1,1,1,2,,,,,,,,,,,1,1,2,1,1,2,1,10,30,,,2,3,4,,6,2,,,4,2,4,,1,2,,,0,0,,1,,,,2,,,1,4,1,5,,,,,,,,,,,,,3,,,,,,,4,2,6,,,,,,,,,,,,1,8.9666662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,3,1,14007,0.172022189,1,1, ,1,Smartphone,1,1,2,1,1,7,2,4,IL,2,3,1,1,1,1,4,6,0,0,0,0,6,0,0,1,0,0,0,2,6,,,,,3
184562117,-1,5/19/2023 2:53,STGAutoWebSurveyor,4287329,64B539BG,00:10:51,5/19/2023 3:04,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-7,,,,5/19/2023 2:53,5/19/2023 3:04,N/A,-1,2,8,1,4287329,1,43,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,1,8,,,,,,,,3,,,4,3,4,9,9,9,9,5/19/2023 12:25,2,,,,,,,,,,,3,3,3,3,3,3,3,1,3,3,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,99,2,4,3,4,99,,3,5/19/2023 12:28,1,3,2,4,2,2,2,2,2,2,,1,3,2,5,2,2,3,3,1,1,3,2,,,,,,,,,,,97,97,97,97,97,97,97,,,,,2,2,5,,1,,5,41,4,2,2,,1,3,,,0,3,1,97,,,,,,,3,,1,8,,,,,,,,,,,,,2,,,,,,,2,3,97,,,,,,,,,,,,1,10.866667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,14064,0.676298139,1,1,10265,1,Smartphone,1,1,3,1,7,14,4,8,CA,4,9,1,1,2,1,4,6,0,1,3,0,2,0,0,1,0,0,3,0,5,,,,,3
184562632,-1,5/19/2023 3:05,STGAutoWebSurveyor,8913452,64B539BG,01:58:04,5/19/2023 5:03,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-7,,,,5/19/2023 3:05,5/19/2023 5:03,N/A,-1,2,8,1,8913452,1,30,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,2,8,,,,,,,,5,,,3,1,2,9,9,2,2,5/19/2023 12:37,1,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,3,3,2,1,99,4,4,3,4,4,,1,5/19/2023 1:34,2,3,3,5,5,2,3,1,3,3,,1,3,3,3,3,3,3,2,2,2,2,2,,,,,,,,,,,1,1,2,2,2,2,2,5,5,,,2,3,7,,6,1,4,35,5,1,5,,1,5,,,2,1,2,1,2,,,4,2,,1,2,1,1,3,,,,,,,,,,,Security,5,,,,,,,2,4,2,,,,,,,,,,,,3,118.06667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,15923,1.234640018,1,1,17028,1,Smartphone,1,4,3,5,1,6,1,3,CA,4,9,1,1,2,3,4,6, , ,2, ,2,0,0,1,0,0,3,6,6,3,,,,3
184563246,-1,5/19/2023 3:16,STGAutoWebSurveyor,8203053,64B539BG,00:09:41,5/19/2023 3:25,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-5,,,,5/19/2023 3:16,5/19/2023 3:25,N/A,-1,2,8,3,8203053,1,51,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,2,7,8,,,,,,4,4,,,,3,3,9,9,9,9,5/19/2023 12:48,2,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,1,4,1,1,1,3,2,99,4,3,3,3,99,,3,5/19/2023 12:51,3,3,1,1,3,3,3,1,3,4,,1,3,3,4,3,1,2,2,2,3,3,2,,,,,,,,,,,1,2,1,1,1,2,2,,,,,2,2,3,,1,,5,54,5,1,1,,1,3,,,1,1,1,1,2,,,1,1,,2,,1,1,1,,,,,,,,,,,,2,,,,,,,3,,3,,,,,,,,,,,,2,9.6999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,0,1,0,14220,1.920237652,1,1,18418,1,Desktop,1,6,4,1,1,6,1,3,TX,3,7,1,1,1,1,4,4,0,0,0,1,3,0,1,1,0,0,2,2,3,,,,,3
184563500,-1,5/19/2023 3:20,STGAutoWebSurveyor,4279340,64B539BG,00:58:13,5/19/2023 4:19,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/19/2023 3:20,5/19/2023 4:19,N/A,-1,2,8,1,4279340,1,43,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,7,8,,,,,,5,4,,,,1,1,9,9,9,9,5/19/2023 12:56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,2,2,2,1,1,1,1,1,1,1,2,2,99,4,3,3,4,99,,3,5/19/2023 1:05,1,1,2,2,2,3,2,2,3,3,,1,3,4,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,2,1,1,2,2,,,,,1,2,8,,6,1,5,52,3,2,3,,1,3,,,1,0,1,97,,,,,,,3,,2,1,7,,,,,,,,,,,,5,,,,,,,1,0,3,,,,,,,,,,,,1,58.233334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,3,0,1,0,18815,0.958282167,1,1,15287,1,Smartphone,1,2,2,5,4,2,1,1,MI,2,3,1,1,1,3,4,5,0,1,1,0,3,0,1,1,0,0,1,0,1,,,,,3
184563591,-1,5/19/2023 3:22,STGAutoWebSurveyor,6001642,64B539BG,00:10:02,5/19/2023 3:32,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/19/2023 3:22,5/19/2023 3:32,N/A,-1,2,8,1,6001642,1,27,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,1,7,8,,,,,,3,2,,,5,4,4,2,1,1,1,5/19/2023 12:54,3,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,2,2,1,1,2,,,,,,,,,,,5,5,2,5,5,3,1,2,3,4,4,4,4,,2,5/19/2023 12:57,4,4,1,2,1,1,1,2,1,1,,1,1,1,4,2,2,4,3,2,2,2,2,,,,,,,,,,,1,1,1,1,1,2,2,50,100,,,1,1,2,,2,,2,25,4,1,3,,1,5,,,0,0,,3,,,,,,0,2,,1,1,12,,,,,,,,,,,Entertainment,2,,,,,,,2,0,97,,,,,,,,,,,,1,10.033334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,11528,1.261452583,1,1,10080,1,Desktop,1,1,4,5,1,6,1,3,MA,1,1,1,1,2,3,4,2,0,0,0,0,2,0,1,1,0,0,0,0,2,12,,,,3
184563958,-1,5/19/2023 3:29,STGAutoWebSurveyor,5780817,64B539BG,00:12:18,5/19/2023 3:41,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-5,,,,5/19/2023 3:29,5/19/2023 3:41,N/A,-1,2,8,1,5780817,1,53,1,,1,8,,,,,,,,,,,,,,,,,,,,,,,8,8,,2,,,2,7,,,,,,,2,4,,,,1,3,9,1,1,9,5/19/2023 1:02,1,2,2,1,1,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3,3,2,1,3,3,3,4,5,,2,5/19/2023 1:06,3,3,3,2,3,4,4,3,1,4,,1,3,1,5,3,2,4,3,1,3,3,3,,,,,,,,,,,1,1,1,2,1,2,2,20,100,,,2,1,2,,1,,5,52,5,1,1,,1,3,,,1,2,1,97,,,,,,,3,,2,1,1,,,,,,,,,,,,1,,,,,,,2,2,3,,,,,,,,,,,,2,12.333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,4,0,2,0,16945,0.677849803,1,1, ,1,Smartphone,1,4,4,1,2,14,4,8,OK,3,7,1,1,1,1,4,4,0,0,0,2,2,0,1,,0,0,3,0,4,,,,,3
184563973,-1,5/19/2023 3:29,STGAutoWebSurveyor,3376079,64B539BG,00:27:54,5/19/2023 3:57,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,5/19/2023 3:29,5/19/2023 3:57,N/A,-1,2,8,1,3376079,1,43,1,,2,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,7,,,,,,,5,,,,,5,5,4,1,1,1,5/19/2023 1:02,2,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,1,1,3,3,3,5,7,,1,5/19/2023 1:08,3,3,3,3,3,3,3,3,3,3,,1,3,3,3,3,2,3,3,2,3,3,3,,,,,,,,,,,1,1,1,1,1,1,1,20,40,,,2,2,5,,6,1,1,32,2,2,5,,1,3,,,2,1,1,1,2,,,2,2,,1,3,2,1,9,,,,,,,,,,,,3,,,,,,,2,1,99,,,,,,,,,,,,1,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,3,1,2,0,16114,2.952978661,1,1,13651,1,Smartphone,1,6,2,5,1,8,2,4,NC,3,5,1,1,3,3,4,3,0,0,0,1,2,0,1,0,0,0,3,4,3,,,,,3
184564146,-1,5/19/2023 3:32,STGAutoWebSurveyor,5287457,64B539BG,00:07:37,5/19/2023 3:39,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-7,,,,5/19/2023 3:32,5/19/2023 3:39,N/A,-1,2,8,3,5287457,1,33,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,4,7,8,,,,,,1,5,,,,4,4,9,9,9,9,5/19/2023 1:04,3,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,1,1,1,2,1,99,2,4,4,4,99,,3,5/19/2023 1:06,3,3,1,1,1,3,1,1,1,1,,1,3,1,4,3,1,3,3,1,2,3,2,,,,,,,,,,,97,97,97,97,97,2,2,,,,,2,2,3,,1,,5,33,5,1,1,,1,3,,,0,0,,1,2,,,1,1,,1,1,1,1,1,,,,,,,,,,,,2,,,,,,,2,0,97,,,,,,,,,,,,2,7.6333332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,2,0,1,0,15242,0.607541829,1,1,13182,1,Smartphone,1,1,4,1,2,14,4,8,NV,4,8,1,1,1,1,4,2,0,0,0,0,2,0,1,1,0,0,0,2,2,,,,,3
184564465,-1,5/19/2023 3:38,STGAutoWebSurveyor,5119268,64B539BG,00:10:31,5/19/2023 3:49,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-5,,,,5/19/2023 3:38,5/19/2023 3:49,N/A,-1,2,8,1,5119268,1,48,1,,5,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,3,7,,,,,,,4,,,,,2,3,9,1,9,9,5/19/2023 1:10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,1,3,2,2,1,3,1,2,3,1,1,2,1,1,4,3,4,5,2,,2,5/19/2023 1:14,3,3,3,3,3,3,3,3,5,3,,1,1,3,3,4,3,1,2,2,2,3,2,,,,,,,,,,,1,2,1,2,2,97,1,10,20,,,2,3,6,,3,2,,,1,1,4,,1,2,,,,,,1,,,,1,,,1,3,3,4,,,,,,,,,,,,,2,,,,,,,1,1,99,,,,,,,,,,,,2,10.533334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,4,1,3,0,14113,0.522347709,1,1, ,1,Smartphone,1,2,2,5,7,11,3,6,MO,2,4,1,1,2,3,4,3,0,0,1,0,2,0,1,0,0,0,0,1,2,,,,,3
184564482,-1,5/19/2023 3:39,STGAutoWebSurveyor,6598150,64B539BG,00:14:14,5/19/2023 3:53,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-7,,,,5/19/2023 3:39,5/19/2023 3:53,N/A,-1,2,8,1,6598150,1,38,1,,1,7,8,1,,,,,,,,,,,,,,,,,,,,,1,1,3,4,,1,1,99,,,,,,,4,2,,,5,2,3,4,3,2,2,5/19/2023 1:13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,2,3,2,3,4,1,1,2,4,4,4,4,6,2,3,5/19/2023 1:19,4,3,2,2,2,3,1,2,1,1,,1,3,3,4,3,2,3,2,1,1,2,2,,,,,,,,,,,2,1,1,97,1,2,97,50,100,,,1,2,5,,1,,5,36,5,2,3,,1,3,,,0,0,,1,2,,,0,0,,2,,1,2,5,,,,,,,,,,,Photographer ,2,,,,,,,1,0,97,,,,,,,,,,,,2,14.25,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,2,0,12642,0.918459579,1,1, ,1,Desktop,1,1,2,3,2,11,3,6,CA,4,9,1,1,1,2,4,2,0,0,0,0,2,0,0,,0,1,0,0,1,5,,,,3
184565527,-1,5/19/2023 4:05,STGAutoWebSurveyor,4306513,64B539BG,00:09:35,5/19/2023 4:15,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-4,,,,5/19/2023 4:05,5/19/2023 4:15,N/A,-1,2,8,3,4306513,1,43,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,1,7,8,,,,,,5,5,,,,1,3,9,9,9,9,5/19/2023 1:37,3,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,1,1,1,1,2,2,4,2,2,2,6,,1,5/19/2023 1:39,1,1,1,2,1,4,5,3,1,5,,1,1,4,5,1,1,4,3,2,1,1,1,,,,,,,,,,,1,1,2,1,1,2,2,20,100,,,1,3,3,,1,,5,37,5,1,4,,1,3,,,1,2,1,1,2,,,4,4,,1,99,1,1,1,,,,,,,,,,,,2,,,,,,,2,2,99,,,,,,,,,,,,2,9.6000004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,3,0,2,0,20425,0.163015023,1,1, ,1,Smartphone,1,2,5,1,1,13,3,7,MI,2,3,1,1,2,3,4,4,0,0,1,1,2,0,1,1,0,0,3,8,4,,,,,3
184565947,-1,5/19/2023 4:15,STGAutoWebSurveyor,2000003065,64B539BG,00:07:47,5/19/2023 4:23,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Approved,-5,,,,5/19/2023 4:15,5/19/2023 4:23,N/A,-1,2,8,3,2000003065,1,19,1,,4,7,1,,,,,,,,,,,,,,,,,,,,,,7,7,1,,,1,3,8,5,,,,,,5,3,5,,,3,5,1,1,2,2,5/19/2023 1:47,1,2,1,1,1,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,5,5,3,2,1,3,3,4,4,4,1,1,5/19/2023 1:49,4,4,1,3,3,5,4,1,1,1,,1,2,3,4,3,2,1,2,1,1,1,2,,,,,,,,,,,1,2,1,2,1,2,1,70,100,,,2,3,5,,6,1,2,21,4,1,3,,1,4,,,0,0,,1,2,,,1,1,,1,4,1,1,5,,,,,,,,,,,,3,5,,,,,,2,1,2,,,,,,,,,,,,1,7.8000002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,3,1,3167,1.326451875,1,20, ,1,Smartphone,1,4,2,4,1,15,4,8,TX,3,7,1,1,1,1,4,4,0,0,1,0,3,1,0,1,0,0,0,2,3,,,,,3
184566301,-1,5/19/2023 4:27,STGAutoWebSurveyor,2000003070,64B539BG,00:12:15,5/19/2023 4:39,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-7,,,,5/19/2023 4:27,5/19/2023 4:39,N/A,-1,2,8,1,2000003070,1,43,1,,1,9,,,,,,,,,,,,,,,,,,,,,3,,9,9,,,,,1,7,8,5,,,,,4,2,3,5,,,5,9,9,9,9,5/19/2023 2:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,3,3,5,3,3,3,3,2,1,99,3,3,3,3,7,,3,5/19/2023 2:04,3,3,3,3,3,3,3,3,3,3,,1,3,3,3,3,3,3,2,1,1,2,1,,,,,,,,,,,1,1,1,1,1,1,1,0,100,,,2,2,2,,2,,5,41,5,2,4,,1,,2,,2,1,2,1,2,,,2,1,,2,,2,1,9,,,,,,,,,,,,2,,,,,,,2,3,2,,,,,,,,,,,,3,12.266666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3,0,2,0,3172,1.903692351,1,20, ,1,Smartphone,1,4,3,1,1,9,2,5,CA,4,9,0,1,2,3,4,5,0,0,1,2,2,1,1,1,0,0,3,3,5,,,,,3
184566391,-1,5/19/2023 4:29,STGAutoWebSurveyor,2000003067,64B539BG,00:19:00,5/19/2023 4:48,All steps are completed,12/31/9999 11:59,,,1,119,0,,Requires Approval,-4,,,,5/19/2023 4:29,5/19/2023 4:48,N/A,-1,2,8,1,2000003067,1,38,1,,1,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,,,,,,2,5,,,,1,5,3,1,1,1,5/19/2023 2:07,2,,,,,,,,,,,2,1,1,2,2,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,2,4,3,5,3,2,1,2,4,3,3,2,5,,2,5/19/2023 2:10,4,5,5,2,4,5,4,3,5,3,,1,5,3,5,3,4,3,3,2,1,1,2,,,,,,,,,,,97,1,2,2,1,1,2,50,50,,,2,3,7,,1,,4,39,4,1,3,,1,3,,,2,0,1,1,,,,2,,,2,,4,1,98,,,,,,,,,,,i dont know,2,3,5,,,,,1,2,3,,,,,,,,,,,,3,19.016666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3,0,2,0,3169,0.345117306,1,20, ,1,Desktop,1,2,2,1,1,2,1,1,NY,1,2,1,1,2,2,4,3,0,0,0,2,1,0,1,1,0,0,2,2,3,98,,,,3
184566536,-1,5/19/2023 4:35,STGAutoWebSurveyor,2000003072,64B539BG,00:19:18,5/19/2023 4:54,All steps are completed,12/31/9999 11:59,,,1,119,0,,Approved,-7,,,,5/19/2023 4:35,5/19/2023 4:54,N/A,-1,2,8,1,2000003072,1,33,1,,5,7,1,6,,,,,,,,,,,,,,,,,,,,1,7,7,2,,,2,2,8,98,,,,,,5,4,,,,3,4,1,1,3,3,5/19/2023 2:10,2,,,,,,,,,,,1,1,1,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,4,3,4,3,3,2,2,2,3,3,3,4,3,4,1,5/19/2023 2:15,4,2,4,3,3,3,3,3,3,4,,1,4,3,3,3,2,3,2,2,1,1,1,,,,,,,,,,,1,2,1,1,1,1,1,35,50,,,2,3,1,,6,1,3,28,4,4,3,,1,1,,,1,0,1,1,2,,,3,4,,1,1,3,1,2,,,,,,,,,,,,5,,,,,,,2,0,2,,,,,,,,,,,,2,19.316668,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,2,1,3,1,3174,0.256973712,1,20, ,1,Smartphone,1,4,5,5,1,4,1,2,CA,4,9,1,1,1,1,2,2,0,0,0,0,2,0,0,1,0,1,1,7,2,,,,,3
184566555,-1,5/19/2023 4:35,STGAutoWebSurveyor,2000003073,64B539BG,00:10:00,5/19/2023 4:46,This interview is fraud (too short)!,12/31/9999 11:59,,,1,118,0,,Requires Approval,-5,,,,5/19/2023 4:35,5/19/2023 4:45,N/A,-1,2,8,3,2000003073,1,42,1,,4,7,8,97,,,,,,,,,,,,,,,,,,,,,7,7,2,5,,2,2,5,,,,,,,4,3,3,,,3,4,2,1,1,2,5/19/2023 2:08,2,,,,,,,,,,,1,1,2,3,2,1,2,3,3,1,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,3,2,1,4,2,2,3,1,3,1,5/19/2023 2:12,5,5,1,1,3,5,3,3,3,3,,1,3,4,5,3,2,3,3,2,2,3,2,,,,,,,,,,,1,2,2,1,1,1,1,50,100,,,1,1,2,,4,2,,,4,2,3,,1,3,,,2,0,1,1,2,,,2,4,,1,2,1,1,5,,,,,,,,,,,,2,,,,,,,2,2,3,,,,,,,,,,,,3,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7,3,1,3,1,3175,0.209797414,1,20, ,1,Smartphone,1,4,3,4,2,11,3,6,TX,3,7,0,1,1,1,4,4,0,0,0,2,2,1,0,,0,0,2,6,4,,,,,3
