sbjnum,filter,date,srvyr,sbjnam,usrunq,duration,netduration,stgver,upload,subjdata,srvyrcomment,complete,stopq,test,parentid,utcdiff,qascore,frscname,exrenum,vstart,vend,rvwname,cancel,country,psuid,htype,confirm,rev01,gps,hhid,language,s01,s02,s03_o1,s03_o2,s03_o3,s03_o4,s03_o5,s03_o6,s03_o7,s03_o8,s03_o9,s03_o10,s03_o11,s03_o12,s03_o13,s03_o14,s03_o15,s03_o16,s03_98,irb1,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a03,a04_o1,a04_o2,a04_o3,a04_o4,a04_o5,a04_o6,a04_o7,a04_o8,a04_o9,a04_o10,a04_o11,a04_o12,a04_o13,a04_o14,a04_o15,a04_o16,a04_98_other,t_a06_1,t_a06_2,t_a06_3,t_a06_4,t_a07_1,t_a07_2,b01,t_b02_1,t_b02_2,t_b02_3,t_b02_4,t_b02_5,t_b02_6,t_b03_1,t_b03_2,t_b03_3,t_b03_4,b04,t_b05_1,t_b05_2,t_b05_3,t_b05_4,t_b05_5,t_b05_6,t_b06_1,t_b06_2,t_b06_3,t_b06_4,t_b06_5,t_b06_6,t_b07_1,t_b07_2,t_b07_3,t_b07_4,t_b08_1,t_b08_2,t_b08_3,b09,c_intro,c01,t_c02_1,t_c02_2,t_c02_3,t_c02_4,t_c03_1,t_c03_2,t_c03_3,t_c03_4,t_c03_5,t_c03_6,t_c04_1,t_c04_2,t_c04_3,t_c04_4,t_c04_5,t_c04_1_1,t_c04_1_2,t_c04_1_3,t_c04_1_4,t_c05_1,t_c05_2,t_c05_3,t_c05_4,t_c05_5,t_c05_6,t_c05_7,t_c05_8,t_c06_1,t_c06_2,t_c06_3,t_c06_4,t_c06_5,d01_o1,d01_o2,d01_o3,d01_o4,d01_o5,d01_o6,d01_o7,d01_o8,d01_o9,d01_o10,d01_o11,d01_o12,d01_o13,d01_o14,d01_s,d02_o1,d02_o2,d02_o3,d02_o4,d02_o5,d02_o6,d02_o7,d02_o8,d02_o9,d02_o10,d02_o11,d02_o12,d02_o13,d02_s,t_d03_1,t_d03_2,t_d03_3,t_d03_4,t_d03_5,t_d03_6,t_d03_7,t_d03_8,t_d03_9,t_d04_1,t_d04_2,t_d04_3,t_d04_4,d05_1,d05_2,d05_3,d06,e01,e01_checkpasswd,e02,e03,e04_1,t_e04_2_1,t_e04_2_2,t_e05_1,t_e05_2,e07_o1,e07_o2,e07_o3,e07_o4,s_e07_1,s_e07_2,s_e07_3,e07_more_hv,e08,e09,e11,f01,f01_98,f02,f03_o1,f03_o2,f03_o3,f03_o4,f03_o5,f03_o6,f03_98,f04,f04_98_other,f05a,f05b_o1,f05b_o2,f05b_o3,f05b_o4,f05b_o5,f05b_o6,f05b_o7,f05b_s,f05c,f05c_98_other,f05d_o1,f05d_o2,f05d_o3,f05d_o4,f05d_o5,f05d_o6,f05d_o7,f05d_o8,f05d_o9,f05d_o10,f05d_o11,f05d_o12,f05d_o13,f05d_s,f05e_o1,f05e_o2,f05e_o3,f05e_o4,f05e_o5,f05e_o6,f05e_o7,f05e_s,f05f_o1,f05f_o2,f05f_o3,f05f_o4,f05f_o5,f05f_o6,f05f_o7,f05f_o8,f05f_o9,f05f_o10,f05f_o11,f05f_s,f05g_o1,f05g_o2,f05g_o3,f05g_o4,f05g_o5,f05g_o6,f05g_o7,f05g_o8,f05g_s,f05h_o1,f05h_o2,f05h_o3,f05h_o4,f05h_o5,f05h_o6,f05h_o7,s03_1,s03_2,s03_3,s03_4,s03_5,s03_6,s03_7,s03_8,s03_9,s03_10,s03_15,s03_16,s03_97,s03_99,f03_1,f03_2,f03_3,f03_4,f03_5,f03_6,f03_7
167049888,-1,05-04-2022 04:13,VN.126,PC_Subject,,00:15:15,00:13:56,1.32.557.20849 PC,05-04-2022 04:28,"All steps are completed: PSUID=3224, HHID=203",,1,92,0,,7,,,,05-04-2022 04:13,05-04-2022 04:28,N/A,-1,Vietnam,3224,rural,Yes,,No,203,Vietnamese,Yes,35,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,Consent obtained,Withdrawal method / pulling out before ejaculation,Withdrawal method / pulling out before ejaculation,Half of the time,All the time,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,,,Might or might not,Probably not,1 to 2 years,,,,,,,,,,,,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,I'm not interested in STI and HIV protection at this time,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A moderate amount,A lot,,,,,,,Married,10+ years,We decide equally,,,1,1,Either:,,,,,,4,More kids: E05 <E07,In the next 1 to 2 years,Never,2 times in past year,High School(Year 10 - 12),,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
167050404,-1,05-04-2022 04:36,VN.126,PC_Subject,,00:15:30,00:13:54,1.32.557.20849 PC,05-04-2022 04:51,"All steps are completed: PSUID=3149, HHID=196",,1,92,0,,7,,,,05-04-2022 04:36,05-04-2022 04:51,N/A,-1,Vietnam,3149,urban,Yes,,No,196,Vietnamese,Yes,27,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Neutral,,,,Might or might not,Definitely not,Use right away,,,,,,,,,,,,Small problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,No difference,Good thing,Good thing,Good thing,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A little,A little,,,,,,,Married,6 - 9 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,2,,More kids: E05 <E07,In the next 1 to 2 years,Never,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167050688,-1,05-04-2022 12:21,VN.125,PC_Subject,,00:51:00,00:18:10,1.32.557.20849 PC,05-04-2022 05:02,"All steps are completed: PSUID=3121, HHID=247",,1,92,0,,7,,,,05-04-2022 12:21,05-04-2022 01:12,N/A,-1,Vietnam,3121,urban,Yes,,No,247,Vietnamese,Yes,30,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Very Satisfied,,,,Probably,Probably,Within 7 to 12 months,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Small problem,Big problem,Small problem,Small problem,Small problem,Big problem,Big problem,Big problem,,,,"STI and HIV protection is nice to have, but not necessary",,No change,Good thing,Good thing,Good thing,No difference,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,,,,Married,10+ years,We decide equally,,,0,1,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 1 to 2 years,Never,Not in past year,Diploma/Certificate,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167055983,-1,05-04-2022 07:33,VN.011,PC_Subject,,00:47:28,00:39:53,1.32.347.24487 PC,05-04-2022 08:21,"All steps are completed: PSUID=3225, HHID=139",,1,92,0,,7,,,,05-04-2022 07:33,05-04-2022 08:20,N/A,-1,Vietnam,3225,rural,Yes,,No,139,Vietnamese,Yes,36,IUD/ Intrauterine device,,,,,,,,,,,,,,,,,Consent obtained,IUD/ Intrauterine device,IUD/ Intrauterine device,,,,"Want to avoid pregnancy, but would be ok if it happened","Others, specify:",,,,,,,,,,,,,,,,14,,,,Neutral,Definitely not,Might or might not,Use right away,,,,,,,,,,,,Not a problem at all,Not a problem at all,Not a problem at all,Small problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,I'm not interested in STI and HIV protection at this time,,Somewhat more involved,No difference,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A lot,A moderate amount,A moderate amount,,,,0,,,Married,10+ years,We decide equally,,,2,0,Sons:,Daughters:,,,2,1,,More kids: E05 <E07,Unsure,Never,Not in past year,Middle(Year 6 - 9),,Throughout the year,Skilled and unskilled manual labor,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167058171,-1,05-04-2022 09:07,VN.089,PC_Subject,,00:19:35,00:14:33,1.32.557.20849 PC,05-04-2022 09:27,"All steps are completed: PSUID=3110, HHID=147",,1,92,0,,7,,,,05-04-2022 09:07,05-04-2022 09:27,N/A,-1,Vietnam,3110,urban,Yes,,No,147,Vietnamese,Yes,30,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,Consent obtained,We do nothing to avoid pregnancy,,,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,,,,,Probably not,Definitely,Use right away,,,,,,,,,,,,Big problem,Not a problem at all,Not a problem at all,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A moderate amount,A moderate amount,,,,,,,Married,10+ years,I always decide,,,1,1,Sons:,Daughters:,,,2,2,,More kids: E05 <E07,99,Never,Never used / not aware of this method,High School(Year 10 - 12),,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
167059411,-1,05-04-2022 09:29,VN.089,PC_Subject,,00:27:08,00:14:17,1.32.557.20849 PC,05-04-2022 09:57,"All steps are completed: PSUID=3110, HHID=130",,1,92,0,,7,,,,05-04-2022 09:29,05-04-2022 09:56,N/A,-1,Vietnam,3110,urban,Yes,,No,130,Vietnamese,Yes,35,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,Consent obtained,We do nothing to avoid pregnancy,,,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,,,,,Probably not,Probably,4 to 6 months,,,,,,,,,,,,Big problem,Small problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A moderate amount,A lot,A moderate amount,,,,,,,Married,6 - 9 years,I usually decide,,,1,2,Sons:,Daughters:,,,2,2,,More kids: E05 <E07,In the next 3 to 5 years,Never,2 times in past year,High School(Year 10 - 12),,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
167060483,-1,4/29/2022 9:44,VN.089,PC_Subject,,5.00:39:18,00:44:55,1.32.557.20849 PC,05-04-2022 10:23,"All steps are completed: PSUID=3110, HHID=175",,1,92,0,,7,,,,4/29/2022 9:44,05-04-2022 10:23,N/A,-1,Vietnam,3110,urban,Yes,,No,175,Vietnamese,Yes,40,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,,,,Probably,Probably,Use right away,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Big problem,Small problem,Small problem,Big problem,Not a problem at all,Small problem,Not a problem at all,Big problem,Not a problem at all,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,,,,Married,10+ years,We decide equally,,,1,3,Sons:,Daughters:,,,1,3,,Don't want more: E05≥ E07,,Never,Don't remember,High School(Year 10 - 12),,Throughout the year,Skilled and unskilled manual labor,,,,,,,97,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167061628,-1,05-04-2022 10:29,VN.089,PC_Subject,,00:20:37,00:14:52,1.32.557.20849 PC,05-04-2022 10:50,"All steps are completed: PSUID=3110, HHID=165",,1,92,0,,7,,,,05-04-2022 10:29,05-04-2022 10:49,N/A,-1,Vietnam,3110,urban,Yes,,No,165,Vietnamese,Yes,38,IUD/ Intrauterine device,,,,,,,,,,,,,,,,,Consent obtained,IUD/ Intrauterine device,IUD/ Intrauterine device,,,,"Want to avoid pregnancy, but would be ok if it happened",None,,,,,,,,,,,,,,,,,,,,Very Satisfied,Probably not,Definitely not,3 to 5 years,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A little,A lot,A little,,,,300000,,,Married,6 - 9 years,I always decide,,,0,3,Sons:,Daughters:,,,2,2,,More kids: E05 <E07,In the next 3 to 5 years,3,Not in past year,High School(Year 10 - 12),,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167081000,-1,05-05-2022 10:00,VN.089,PC_Subject,,00:21:12,00:18:03,1.32.557.20849 PC,05-05-2022 10:21,"All steps are completed: PSUID=3239, HHID=114",,1,92,0,,7,,,,05-05-2022 10:00,05-05-2022 10:21,N/A,-1,Vietnam,3239,rural,Yes,,No,115,Vietnamese,Yes,42,Daily pill,,,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,,,,Want to avoid pregnancy at all costs,None,,,,,,,,,,,,,,,,,,,,Satisfied,Definitely not,Definitely not,1 to 2 years,,,,,,,,,,,,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Not a problem at all,Small problem,Small problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,No difference,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A little,A moderate amount,A moderate amount,,,,200000,,,Married,10+ years,We decide equally,,,2,1,Sons:,Daughters:,,,2,1,,Don't want more: E05≥ E07,,Never,Never used / not aware of this method,Graduate from university/college,,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167081061,-1,05-04-2022 06:06,VN.125,PC_Subject,,00:35:05,00:12:35,1.32.557.20849 PC,05-05-2022 10:32,"All steps are completed: PSUID=3165, HHID=211",,1,92,0,,7,,,,05-04-2022 06:06,05-04-2022 06:41,N/A,-1,Vietnam,3165,urban,Yes,,No,211,Vietnamese,Yes,26,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Neutral,,,,Might or might not,Might or might not,3 to 5 years,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,,,,Married,1 to 2 years,We decide equally,,,0,0,Either:,,,,,,3,More kids: E05 <E07,Within 1 year,Never,Not in past year,Graduate from university/college,,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167081663,-1,05-04-2022 06:41,VN.125,PC_Subject,,00:58:01,00:56:02,1.32.557.20849 PC,05-05-2022 11:30,"All steps are completed: PSUID=3109, HHID=213",,1,92,0,,7,,,,05-04-2022 06:41,05-04-2022 07:40,N/A,-1,Vietnam,3218,urban,Yes,,No,213,Vietnamese,Yes,29,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Neutral,,,,Definitely,Definitely,Use right away,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,,,,Married,3 to 5 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Within 1 year,Never,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167081703,-1,05-05-2022 11:13,VN.089,PC_Subject,,00:19:47,00:16:40,1.32.557.20849 PC,05-05-2022 11:33,"All steps are completed: PSUID=3239, HHID=191",,1,92,0,,7,,,,05-05-2022 11:13,05-05-2022 11:33,N/A,-1,Vietnam,3239,rural,Yes,,No,191,Vietnamese,Yes,28,Having sex only on safe days / counting days,Male condom,,,,,,,,,,,,,,,,Consent obtained,Having sex only on safe days / counting days,Having sex only on safe days / counting days,Half of the time,,Most of the time,"Want to avoid pregnancy, but would be ok if it happened",Regular periods,,,,,,,,,,,,,,,,,Neutral,,Satisfied,,Might or might not,Probably,Within 7 to 12 months,,,,,,,,,,,,Big problem,Big problem,Not a problem at all,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Small problem,Small problem,Big problem,Not a problem at all,Big problem,Not a problem at all,Not a problem at all,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A moderate amount,A moderate amount,,,,100000,,,Married,6 - 9 years,We decide equally,,,1,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Unsure,Never,Not in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167082111,-1,05-05-2022 10:34,VN.122,PC_Subject,,01:39:46,00:11:20,1.32.557.20849 PC,05-05-2022 12:14,"All steps are completed: PSUID=3165, HHID=246",,1,92,0,,7,,,,05-05-2022 10:34,05-05-2022 12:14,N/A,-1,Vietnam,3165,urban,Yes,,No,246,Vietnamese,Yes,27,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Not often,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Neutral,,,,Definitely not,Definitely not,Within 7 to 12 months,,,,,,,,,,,,Big problem,Small problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,No change,Good thing,Good thing,Good thing,Good thing,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A moderate amount,A moderate amount,A moderate amount,A moderate amount,,,,,,,Never married,1 to 2 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 1 to 2 years,Never,Not in past year,Graduate from university/college,,Throughout the year,"Professional, technical, managerial",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167082991,-1,05-05-2022 01:32,VN.126,PC_Subject,,00:16:59,00:16:03,1.32.557.20849 PC,05-05-2022 01:49,"All steps are completed: PSUID=3165, HHID=147",,1,92,0,,7,,,,05-05-2022 01:32,05-05-2022 01:49,N/A,-1,Vietnam,3165,urban,Yes,,No,147,Vietnamese,Yes,22,Male condom,,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,All the time,,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,,,,Probably,Probably,1 to 2 years,,,,,,,,,,,,Big problem,Big problem,Small problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,Somewhat more involved,Bad thing,Good thing,No difference,Good thing,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A moderate amount,A moderate amount,,,,,,,Never married,1 to 2 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,1 time in past year,Graduate from university/college,,Throughout the year,"Other, specify:",,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167083415,-1,05-05-2022 01:50,VN.126,PC_Subject,,00:30:41,00:16:22,1.32.557.20849 PC,05-05-2022 02:21,"All steps are completed: PSUID=3165, HHID=157",,1,92,0,,7,,,,05-05-2022 01:50,05-05-2022 02:21,N/A,-1,Vietnam,3165,urban,Yes,,No,157,Vietnamese,Yes,23,Male condom,Withdrawal method / pulling out before ejaculation,,,,,,,,,,,,,,,,Consent obtained,Male condom,Male condom,Most of the time,Rarely,,Want to avoid pregnancy at all costs,,,,,,,,,,,,,,,,,,Satisfied,Dissatisfied,,,Probably,Definitely not,Use right away,,,,,,,,,,,,Big problem,Not a problem at all,Not a problem at all,Big problem,Small problem,Big problem,Big problem,Big problem,Small problem,Small problem,Small problem,Small problem,Not a problem at all,Big problem,Big problem,Big problem,,,,STI and HIV protection is a must-have,,A lot more involved,Good thing,Good thing,No difference,Good thing,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A moderate amount,,,,,,,Never married,6 - 9 years,We decide equally,,,0,0,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,In the next 3 to 5 years,Never,4 or more times in past year,Graduate from university/college,,Throughout the year,Clerical or sales,,,,,,,97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
