sbjnum,filter,date,interviewtimedate,srvyr,sbjnam,usrunq,duration,upload,interviewtimeupload,subjdata,complete,stopq,test,parentid,utcdiff,qascore,frscname,exrenum,vstart,interviewtimevstart,vend,interviewtimevend,rvwname,cancel,srvtype,country,psuid,htype,confirm,rev01,gps,hhid,language,s01,s02,s03_o1,s03_o2,s03_o3,s03_o4,s03_o5,s03_o6,s03_o7,s03_o8,s03_o9,s03_o10,s03_o11,s03_o12,s03_o13,s03_o14,s03_o15,s03_o16,s03_98_oth,irb_gps_la,irb_gps_lo,irb1,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a03,a04_o1,a04_o2,a04_o3,a04_o4,a04_o5,a04_o6,a04_o7,a04_o8,a04_o9,a04_o10,a04_o11,a04_o12,a04_o13,a04_o14,a04_o15,a04_o16,a04_98_oth,a05_o1,a05_o2,a05_o3,a05_o4,a05_o5,a05_o6,a05_o7,a05_o8,a05_o9,a05_o10,a05_o11,a05_o12,a05_o13,a05_o14,a05_o15,a05_o16,a05_98_oth,t_a06_1,t_a06_2,t_a06_3,t_a06_4,t_a07_1,t_a07_2,b_intro_timestamp,b01,t_b02_1,t_b02_2,t_b02_3,t_b02_4,t_b02_5,t_b02_6,t_b03_1,t_b03_2,t_b03_3,t_b03_4,b04,t_b05_1,t_b05_2,t_b05_3,t_b05_4,t_b05_5,t_b05_6,t_b06_1,t_b06_2,t_b06_3,t_b06_4,t_b06_5,t_b06_6,t_b07_1,t_b07_2,t_b07_3,t_b07_4,t_b07_1_1,t_b07_1_2,t_b07_1_3,t_b08_1,t_b08_2,t_b08_3,b9_timestamp,b09,c_intro,c01_gps_la,c01_gps_lo,c01,t_c02_1,t_c02_2,t_c02_3,t_c02_4,t_c03_1,t_c03_2,t_c03_3,t_c03_4,t_c03_5,t_c03_6,t_c04_1,t_c04_2,t_c04_3,t_c04_4,t_c04_5,t_c04_1_1,t_c04_1_2,t_c04_1_3,t_c04_1_4,t_c05_1,t_c05_2,t_c05_3,t_c05_4,t_c05_5,t_c05_6,t_c05_8,t_c06_1,t_c06_2,t_c06_3,t_c06_5,d01_o1,d01_o2,d01_o3,d01_o4,d01_o5,d01_o6,d01_o7,d01_o8,d01_o9,d01_o10,d01_o11,d01_o12,d01_o13,d01_o14,d01_98_oth,t_d03_1,t_d03_2,t_d03_3,t_d03_4,t_d03_5,t_d03_6,t_d03_7,t_d03_8,t_d03_9,t_d04_1,t_d04_2,t_d04_3,t_d04_4,d05_1,d05_2,d05_3,d06,e_intro_timestamp,e01,e01_checkpasswd,e02,e03,e04_1,t_e04_2_1,t_e04_2_2,t_e05_1,t_e05_2,e06,e07_o1,e07_o2,e07_o3,e07_o4,s_e07_1,s_e07_2,s_e07_3,e07_more_hv,e08,e09,e10_o1,e10_o2,e10_o3,e10_o4,e10_o5,e11,f01_gps_la,f01_gps_lo,f01,f01_s,f02,f03_o1,f03_o2,f03_o3,f03_o4,f03_o5,f03_o6,f03_98,f04_1_o1,f04_1_o2,f04_1_o3,f04_1_o4,f04_1_o5,f04_1_o6,f04_1_o7,f04_1_o8,f04_1_o9,f04_1_o10,f04_1_o11,s_f04_1_98,f04_2,q_97_s,f05a,f05b,q_101_s,f05c_o1,f05c_o2,f05c_o3,f05c_o4,f05c_o5,f05c_o6,f05c_s,f05d,q_103_s,f05e_o1,f05e_o2,f05e_o3,f05e_o4,f05e_o5,f05e_o6,f05e_o7,f05e_s,f05f_o1,f05f_o2,f05f_o3,f05f_o4,f05f_o5,f05f_o6,f05f_o7,f05f_o8,f05f_o9,f05f_o10,f05f_o11,f05f_s,f05g_o1,f05g_o2,f05g_o3,f05g_o4,f05g_o5,f05g_o6,f05g_o7,f05g_o8,f05g_s,f05h_o1,f05h_o2,f05h_o3,f05h_o4,f05h_o5,f05h_o6,f05h_o7,term,S03_S_Translated,A04_S_Translated,A05_S_Translated,D01_S_Translated,F01_S_Translated,F03_S_Translated,F03_Code,s03_1,s03_2,s03_3,s03_4,s03_5,s03_6,s03_7,s03_8,s03_9,s03_10,s03_97,s03_99,s03_98,a04_1,a04_2,a04_3,a04_4,a04_5,a04_6,a04_7,a04_8,a04_9,a04_10,a04_11,a04_12,a04_13,a04_97,a04_99,a04_98,a05_1,a05_2,a05_3,a05_4,a05_5,a05_6,a05_7,a05_8,a05_9,a05_10,a05_97,a05_99,a05_98,d01_1,d01_2,d01_3,d01_4,d01_5,d01_6,d01_7,d01_8,d01_9,d01_10,d01_11,d01_12,d01_99,d01_98,f03_1,f03_2,f03_3,f03_4,f03_5
168277337,-1,06-02-2022 11:51,06-02-2022 12:21,BD.052,Android_Subject,,00:42:50,06-02-2022 12:35,06-02-2022 01:05,"All steps are completed: PSUID=2107, HHID=135",1,108,0,,6,,,,06-02-2022 11:51,06-02-2022 12:21,06-02-2022 12:34,06-02-2022 01:04,N/A,-1,CAPI,Bangladesh,2107,rural,Yes,,No,135,Bengali,Yes,34,Daily pill,,,,,,,,,,,,,,,,,,,Consent obtained,Daily pill,Pill,,,,Want to avoid pregnancy at all costs,Headache,Nausea,,,,,,,,,,,,,,,,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,,,,Neutral,Definitely not,Definitely not,06-02-2022 12:25,Never,,,,,,,,,,,,Small problem,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Probably,Probably,Probably,06-02-2022 12:36,"STI and HIV protection is nice to have, but not necessary",,22.7470147,90.6146496,A lot less involved,,,,,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Big problem,Not a problem at all,Big problem,Big problem,Partner / husband/boyfriend,"Doctor - clinician, nurse",Community Health Worker{0},,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A moderate amount,A moderate amount,A moderate amount,Not at all,Very easy,,,0,06-02-2022 12:48,Several times a month,9753,Married,10+ years,We decide equally,,,1,1,1 man,Undecided,,,,,,,Undecided: E07=97,,Never,,,,,,Not in past year,,,Higher secondary ( Year 11 - 12),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,
168277661,-1,06-02-2022 10:56,06-02-2022 11:26,BD.059,Android_Subject,,01:07:44,06-02-2022 12:51,06-02-2022 01:21,"All steps are completed: PSUID=2228, HHID=157",1,108,0,,6,,,,06-02-2022 10:56,06-02-2022 11:26,06-02-2022 12:04,06-02-2022 12:34,N/A,-1,CAPI,Bangladesh,2228,rural,Yes,,No,158,Bengali,Yes,35,Having sex only on safe days / counting days,,,,,,,,,,,,,,,,,,,Consent obtained,Having sex only on safe days / counting days,Having sex only on safe days / counting days,,,All the time,Want to avoid pregnancy at all costs,None,,,,,,,,,,,,,,,,,Daily pill,,,,,,,,,,,,,,,,,,,Satisfied,,Definitely not,Definitely not,06-02-2022 11:34,1 to 3 months,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely,Definitely,Definitely,12 months,Big problem,Not a problem at all,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Not a problem at all,Not a problem at all,Big problem,Definitely,Definitely,Definitely,06-02-2022 11:53,STI and HIV protection is a must-have,,,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Partner never used condom,Partner never used condom,Partner never used condom,Partner never used condom,Partner / husband/boyfriend,,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Every day / almost every day,Not at all,A lot,Never visited/ heard about them,Never visited/ heard about them,A lot,Very easy,,,0,06-02-2022 12:08,Once a week,9753,Married,10+ years,We decide equally,,,1,1,1 man,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,1,Had the baby,,,,,Never used / not aware of this method,24.8905287,89.4103675,Primary ( Year 1 - 5),,Seasonally / part of the year,"Agricultural (farming, livestock, fishing)",,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
168277870,-1,06-02-2022 11:58,06-02-2022 12:28,BD.053,Android_Subject,,01:07:17,06-02-2022 01:04,06-02-2022 01:34,"All steps are completed: PSUID=2275, HHID=203",1,108,0,,6,,,,06-02-2022 11:58,06-02-2022 12:28,06-02-2022 01:05,06-02-2022 01:35,N/A,-1,CAPI,Bangladesh,2275,urban,Yes,,No,203,Bengali,Yes,44,Injection,,,,,,,,,,,,,,,,,,,Consent obtained,Injection,Injection,,,,Want to avoid pregnancy at all costs,Irregular periods,,,,,,,,,,,,,,,,,Daily pill,Male condom,,,,,,,,,,,,,,,,Very dissatisfied,,,Satisfied,Definitely not,Might or might not,06-02-2022 12:38,4 to 6 months,Definitely,Definitely,Definitely,Definitely,Definitely,Definitely not,Definitely,Definitely,Definitely,Definitely,2 years,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Not a problem at all,Big problem,Big problem,Not a problem at all,Big problem,Small problem,Definitely,Definitely,Definitely,06-02-2022 12:59,STI and HIV protection is a must-have,,,,A lot more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Big problem,Big problem,Big problem,Big problem,Sister or female cousin / relative,Partner / husband/boyfriend,"Doctor - clinician, nurse",,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Every day / almost every day,Not at all,A lot,A lot,A moderate amount,A lot,Very easy,,,20,06-02-2022 01:29,Once a week,9753,Married,10+ years,We decide equally,,,1,3,1 man,Sons:,Daughters:,,,1,2,,Don't want more: E05≥ E07,,Never,,,,,,Never used / not aware of this method,,,Middle ( Year 6 - 8),,Throughout the year,"Household, domestic services",,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
168278584,-1,06-02-2022 01:06,06-02-2022 01:36,BD.061,Android_Subject,,00:30:49,06-02-2022 01:37,06-02-2022 02:07,"All steps are completed: PSUID=2107, HHID=177",1,108,0,,6,,,,06-02-2022 01:06,06-02-2022 01:36,06-02-2022 01:37,06-02-2022 02:07,N/A,-1,CAPI,Bangladesh,2107,rural,Yes,,No,177,Bengali,Yes,33,Having sex only on safe days / counting days,,,,,,,,,,,,,,,,,22.741789,90.6148753,Consent obtained,Having sex only on safe days / counting days,Having sex only on safe days / counting days,,,Most of the time,Want to avoid pregnancy at all costs,None,,,,,,,,,,,,,,,,,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,,,Satisfied,,Definitely not,Definitely not,06-02-2022 01:43,Never,,,,,,,,,,,,Small problem,Not a problem at all,Not a problem at all,Small problem,Small problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Definitely,Probably,Definitely,06-02-2022 01:51,STI and HIV protection is a must-have,,22.7413294,90.6146214,Somewhat more involved,,,,,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Small problem,Not a problem at all,Big problem,Big problem,Partner / husband/boyfriend,Community Health Worker{0},,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Every day / almost every day,At least once a week,A lot,A moderate amount,A moderate amount,A moderate amount,Very easy,,,0,06-02-2022 02:03,Several times a week,9753,Married,10+ years,We decide equally,,,2,2,1 man,Sons:,Daughters:,,,2,2,,Don't want more: E05≥ E07,,Never,,,,,,Not in past year,22.7413622,90.61546,Secondary ( Year 9 - 10),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,
168279149,-1,06-02-2022 01:08,06-02-2022 01:38,BD.058,Android_Subject,,00:47:37,06-02-2022 01:56,06-02-2022 02:26,"All steps are completed: PSUID=2295, HHID=144",1,108,0,,6,,,,06-02-2022 01:08,06-02-2022 01:38,06-02-2022 01:56,06-02-2022 02:26,N/A,-1,CAPI,Bangladesh,2295,urban,Yes,,No,144,Bengali,Yes,35,Female sterilization / tubes tied,,,,,,,,,,,,,,,,,,,Consent obtained,Female sterilization / tubes tied,Female sterilization,,,,Want to avoid pregnancy at all costs,Weight gain,Headache,Sore breasts,Mood Swings,Vaginal dryness,,,,,,,,,,,,,Injection,Male condom,,,,,,,,,,,,,,,,Satisfied,,,Satisfied,,Probably,06-02-2022 01:46,4 to 6 months,Definitely,Probably not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely,Definitely,Definitely,Definitely,One week,Small problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Small problem,Big problem,Definitely,Definitely,Definitely,06-02-2022 01:58,STI and HIV protection is a must-have,,,,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Not a problem at all,Big problem,Big problem,Big problem,Sister or female cousin / relative,,,,,,,,,,,,,,,Not at all,Never heard about it,Not at all,Not at all,Never heard about it,Not at all,Not at all,Every day / almost every day,Not at all,A lot,A little,A moderate amount,A lot,,Very difficult,,0,06-02-2022 02:12,Several times a week,9753,Married,10+ years,,We decided together equally,,3,1,1 man,Sons:,Daughters:,,,1,1,,Don't want more: E05≥ E07,,Never,,,,,,Not in past year,,,Primary ( Year 1 - 5),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,
168279583,-1,06-02-2022 01:24,06-02-2022 01:54,BD.055,Android_Subject,,00:43:53,06-02-2022 02:08,06-02-2022 02:38,"All steps are completed: PSUID=2275, HHID=211",1,108,0,,6,,,,06-02-2022 01:24,06-02-2022 01:54,06-02-2022 02:08,06-02-2022 02:38,N/A,-1,CAPI,Bangladesh,2275,urban,Yes,,No,211,Bengali,Yes,37,Having sex only on safe days / counting days,,,,,,,,,,,,,,,,,26.1097987,89.6743796,Consent obtained,Having sex only on safe days / counting days,Having sex only on safe days / counting days,,,Most of the time,Want to avoid pregnancy at all costs,Regular periods,,,,,,,,,,,,,,,,,Injection,,,,,,,,,,,,,,,,,,,Very Satisfied,,Definitely not,Definitely not,06-02-2022 02:01,1 to 3 months,Definitely,Definitely,Definitely,Probably not,Definitely not,Definitely not,Definitely,Definitely,Definitely,Definitely,5 years,Big problem,Small problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Definitely,Definitely,Definitely,06-02-2022 02:18,STI and HIV protection is a must-have,,26.109932,89.6744552,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Big problem,Big problem,Big problem,Big problem,Sister or female cousin / relative,Partner / husband/boyfriend,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Less than once a week,Not at all,A lot,A lot,A moderate amount,A moderate amount,Very easy,,,0,06-02-2022 02:32,Once a week,9753,Married,6 - 9 years,I usually decide,,,0,1,,Undecided,,,,,,,Undecided: E07=97,,Never,,,,,,Not in past year,,,Primary ( Year 1 - 5),,Throughout the year,Skilled and unskilled manual labor,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
168280460,-1,06-02-2022 12:52,06-02-2022 01:22,BD.052,Android_Subject,,00:44:31,06-02-2022 02:43,06-02-2022 03:13,"All steps are completed: PSUID=2107, HHID=168",1,108,0,,6,,,,06-02-2022 12:52,06-02-2022 01:22,06-02-2022 01:36,06-02-2022 02:06,N/A,-1,CAPI,Bangladesh,2107,rural,Yes,,No,168,Bengali,Yes,32,Injection,,,,,,,,,,,,,,,,,22.7481742,90.6152217,Consent obtained,Injection,Injection,,,,Want to avoid pregnancy at all costs,None,,,,,,,,,,,,,,,,,Daily pill,,,,,,,,,,,,,,,,,,,,Neutral,Probably not,Probably not,06-02-2022 01:27,Use right away,Probably,Probably,Probably,Probably not,Probably not,Probably not,Probably,Probably,Probably,Probably,Good for life / until it has to be taken out,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Big problem,Small problem,Probably,Probably,Probably,06-02-2022 01:44,STI and HIV protection is a must-have,,,,Somewhat less involved,Good thing,Good thing,Good thing,Good thing,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Big problem,Big problem,Big problem,Big problem,Sister or female cousin / relative,Partner / husband/boyfriend,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A lot,Not at all,Not at all,A moderate amount,Very easy,,,17,06-02-2022 01:59,Several times a week,9753,Married,10+ years,We decide equally,,,1,2,1 man,Undecided,,,,,,,Undecided: E07=97,,Never,,,,,,Not in past year,,,Middle ( Year 6 - 8),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,
168280461,-1,06-02-2022 01:56,06-02-2022 02:26,BD.052,Android_Subject,,00:43:49,06-02-2022 02:43,06-02-2022 03:13,"All steps are completed: PSUID=2107, HHID=190",1,108,0,,6,,,,06-02-2022 01:56,06-02-2022 02:26,06-02-2022 02:40,06-02-2022 03:10,N/A,-1,CAPI,Bangladesh,2107,rural,Yes,,No,190,Bengali,Yes,19,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,,,Consent obtained,We do nothing to avoid pregnancy,,,,,"Want to avoid pregnancy, but would be ok if it happened",,,,,,,,,,,,,,,,,,Daily pill,,,,,,,,,,,,,,,,,,,,,Probably not,Probably not,06-02-2022 02:28,1 to 3 months,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably,Probably,Probably,Probably,One month,Big problem,Small problem,Small problem,Big problem,Not a problem at all,Not a problem at all,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Small problem,Small problem,Probably,Probably,Probably,06-02-2022 02:39,I'm not interested in STI and HIV protection at this time,,,,Somewhat less involved,Good thing,No difference,Bad thing,Good thing,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Big problem,Big problem,Big problem,Big problem,Mother,Aunt / Matriarch,Sister or female cousin / relative,Partner / husband/boyfriend,,,,,,,,,,,,At least once a week,Not at all,Not at all,Every day / almost every day,Not at all,Not at all,Not at all,Not at all,Not at all,A moderate amount,A little,A little,A moderate amount,,,,,06-02-2022 02:49,Several times a week,9753,Married,Less than 1 year,We decide equally,,,0,0,,Sons:,Daughters:,,,1,1,,More kids: E05 <E07,Within 1 year,Never,,,,,,Not in past year,,,Higher secondary ( Year 11 - 12),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,,,,,
168280660,-1,06-02-2022 12:10,06-02-2022 12:40,BD.051,Android_Subject,,02:35:52,06-02-2022 02:49,06-02-2022 03:19,"All steps are completed: PSUID=2295, HHID=109",1,108,0,,6,,,,06-02-2022 12:10,06-02-2022 12:40,06-02-2022 02:46,06-02-2022 03:16,N/A,-1,CAPI,Bangladesh,2295,urban,Yes,,No,109,Bengali,Yes,28,Daily pill,,,,,,,,,,,,,,,,,24.9584544,91.7850829,Consent obtained,Daily pill,Pill,,,,Want to avoid pregnancy at all costs,Headache,Irregular periods,Lighter periods,Mood Swings,Nausea,,,,,,,,,,,,,We do nothing to avoid pregnancy,,,,,,,,,,,,,,,,,,,,Neutral,Definitely not,Probably,06-02-2022 02:50,Use right away,Probably,Probably,Probably,Probably not,Probably not,Probably not,Definitely,Definitely,Definitely,Definitely,12 months,Big problem,Big problem,Small problem,Big problem,Not a problem at all,Big problem,Big problem,Big problem,Not a problem at all,Not a problem at all,Small problem,Big problem,Small problem,Big problem,Small problem,Small problem,Not a problem at all,Big problem,Big problem,Definitely,Probably,Definitely,06-02-2022 03:03,STI and HIV protection is a must-have,,24.958458,91.7850933,Somewhat more involved,Good thing,Good thing,Good thing,Good thing,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Not a problem at all,Small problem,Big problem,Big problem,Partner / husband/boyfriend,,,,,,,,,,,,,,,Not at all,Never heard about it,Not at all,Every day / almost every day,Not at all,Every day / almost every day,Not at all,Every day / almost every day,Not at all,A lot,Never visited/ heard about them,A moderate amount,A moderate amount,Very easy,,,0,06-02-2022 03:13,Once a week,9753,Married,10+ years,We decide equally,,,1,1,1 man,Sons:,Daughters:,,,0,0,,Don't want more: E05≥ E07,,2,Ended pregnancy before it came to term,,,,,Never used / not aware of this method,24.9584249,91.7851518,Secondary ( Year 9 - 10),,Do not work,,,,,,,,,,,,,,,,,,,,Hindu,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
168280708,-1,06-02-2022 02:14,06-02-2022 02:44,BD.061,Android_Subject,,00:36:27,06-02-2022 02:50,06-02-2022 03:20,"All steps are completed: PSUID=2107, HHID=202",1,108,0,,6,,,,06-02-2022 02:14,06-02-2022 02:44,06-02-2022 02:50,06-02-2022 03:20,N/A,-1,CAPI,Bangladesh,2107,rural,Yes,,No,202,Bengali,Yes,23,Daily pill,Injection,,,,,,,,,,,,,,,,22.7360265,90.6119741,Consent obtained,Daily pill,Pill,,,,Want to avoid pregnancy at all costs,Heavier periods,,,,,,,,,,,,,,,,,1 or 2 pills taken after sex,,,,,,,,,,,,,,,,,,,,Satisfied,Definitely not,Definitely not,06-02-2022 02:50,Never,,,,,,,,,,,,Big problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Big problem,Small problem,Small problem,Small problem,Big problem,Big problem,Big problem,Big problem,Small problem,Big problem,Big problem,Definitely,Definitely,Definitely,06-02-2022 03:05,STI and HIV protection is a must-have,,,,A lot less involved,,,,,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Big problem,Big problem,Big problem,Small problem,Partner / husband/boyfriend,,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,A lot,A moderate amount,A lot,A moderate amount,Very easy,,,35,06-02-2022 03:15,Once a month,9753,Married,10+ years,We decide equally,,,2,1,1 man,Sons:,Daughters:,,,2,1,,Don't want more: E05≥ E07,,Never,,,,,,1 time in past year,22.7363591,90.611996,Primary ( Year 1 - 5),,Do not work,,,,,,,,,,,,,,,,,,,,Muslim,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
